#! FIELDS s_co s_ch.sum file.free der_s_co der_s_ch.sum
#! SET min_s_co 1.9
#! SET max_s_co 3.1
#! SET nbins_s_co  101
#! SET periodic_s_co false
#! SET min_s_ch.sum 0.0
#! SET max_s_ch.sum 2.2
#! SET nbins_s_ch.sum  101
#! SET periodic_s_ch.sum false
    1.900000000    0.000000000   -6.796482012 -277.242246331   -7.551409106
    1.912000000    0.000000000  -10.758016998 -385.034177918  -12.243927755
    1.924000000    0.000000000  -16.056600272 -497.490500538  -18.722820702
    1.936000000    0.000000000  -22.638147207 -595.111008143  -26.928376487
    1.948000000    0.000000000  -30.189892471 -655.456099889  -36.739720825
    1.960000000    0.000000000  -38.137211177 -658.378849423  -47.445740996
    1.972000000    0.000000000  -45.720519326 -594.278507185  -58.172213666
    1.984000000    0.000000000  -52.151350910 -468.555865127  -67.898761310
    1.996000000    0.000000000  -56.803216106 -302.494442296  -75.723894855
    2.008000000    0.000000000  -59.377913374 -128.169593889  -81.028356245
    2.020000000    0.000000000  -59.981483114   20.981449038  -83.784931143
    2.032000000    0.000000000  -59.073763944  120.770038490  -84.343393279
    2.044000000    0.000000000  -57.316042537  162.764261745  -83.406627752
    2.056000000    0.000000000  -55.368259259  155.018149177  -81.871618017
    2.068000000    0.000000000  -53.717704997  116.919046021  -80.398315139
    2.080000000    0.000000000  -52.592112617   71.098363254  -79.381384562
    2.092000000    0.000000000  -51.970338043   35.174134090  -78.789546175
    2.104000000    0.000000000  -51.675155147   17.204870939  -78.641131658
    2.116000000    0.000000000  -51.489230168   16.109351941  -78.550636264
    2.128000000    0.000000000  -51.249804616   24.779639245  -78.426812327
    2.140000000    0.000000000  -50.888307355   35.034889948  -78.076448030
    2.152000000    0.000000000  -50.426275099   40.980066938  -77.488440344
    2.164000000    0.000000000  -49.928649811   41.051699605  -76.993021324
    2.176000000    0.000000000  -49.467016952   33.227884328  -76.615145264
    2.188000000    0.000000000  -49.104035231   27.610069020  -76.300912706
    2.200000000    0.000000000  -48.801124826   23.161949050  -76.024988851
    2.212000000    0.000000000  -48.541586952   20.445179085  -75.791801670
    2.224000000    0.000000000  -48.300172356   20.108969912  -75.518601864
    2.236000000    0.000000000  -48.052177986   21.353029308  -75.257772358
    2.248000000    0.000000000  -47.785576672   23.041204355  -75.041938638
    2.260000000    0.000000000  -47.502201291   24.058201223  -74.813078771
    2.272000000    0.000000000  -47.213193816   23.984389858  -74.618729228
    2.284000000    0.000000000  -46.930850317   23.048292101  -74.452936708
    2.296000000    0.000000000  -46.661684217   21.727213628  -74.356140876
    2.308000000    0.000000000  -46.410703285   20.148238183  -74.275872239
    2.320000000    0.000000000  -46.177604862   18.745547351  -74.227342306
    2.332000000    0.000000000  -45.958557643   17.751902331  -74.234353270
    2.344000000    0.000000000  -45.746157591   17.748493831  -74.303963323
    2.356000000    0.000000000  -45.531281157   17.992523357  -74.400754541
    2.368000000    0.000000000  -45.311807413   18.642961034  -74.614258093
    2.380000000    0.000000000  -45.084898700   19.192853470  -74.801752532
    2.392000000    0.000000000  -44.853087173   19.409244240  -75.065442686
    2.404000000    0.000000000  -44.620663340   19.133694400  -75.344506200
    2.416000000    0.000000000  -44.394464820   18.433258343  -75.639454040
    2.428000000    0.000000000  -44.178007557   17.635309977  -75.937926754
    2.440000000    0.000000000  -43.971504552   16.770065627  -76.293779995
    2.452000000    0.000000000  -43.774055507   16.261913732  -76.667508031
    2.464000000    0.000000000  -43.578797302   16.316685912  -77.042498623
    2.476000000    0.000000000  -43.382345529   16.426332457  -77.424029014
    2.488000000    0.000000000  -43.182876302   16.758254090  -77.832262284
    2.500000000    0.000000000  -42.980538029   16.921668251  -78.341473347
    2.512000000    0.000000000  -42.775391403   17.199578980  -78.988884141
    2.524000000    0.000000000  -42.568870033   17.197933975  -79.756303309
    2.536000000    0.000000000  -42.362497434   17.257262104  -80.620230530
    2.548000000    0.000000000  -42.156932667   17.092588831  -81.578764420
    2.560000000    0.000000000  -41.951758172   17.100376745  -82.562722041
    2.572000000    0.000000000  -41.745708248   17.171724525  -83.655750428
    2.584000000    0.000000000  -41.537181727   17.558397036  -84.876858469
    2.596000000    0.000000000  -41.326318685   17.674861115  -86.118396935
    2.608000000    0.000000000  -41.112101380   17.917627801  -87.408645655
    2.620000000    0.000000000  -40.894839431   18.202116819  -88.892488583
    2.632000000    0.000000000  -40.674753212   18.464232899  -90.510509890
    2.644000000    0.000000000  -40.451571899   18.654879714  -92.350776929
    2.656000000    0.000000000  -40.225483764   18.970119188  -94.351415596
    2.668000000    0.000000000  -39.994639121   19.550937378  -96.620167323
    2.680000000    0.000000000  -39.754883206   20.469892243  -99.247132027
    2.692000000    0.000000000  -39.501517762   21.827361289 -102.238295071
    2.704000000    0.000000000  -39.229080328   23.598648645 -105.716264428
    2.716000000    0.000000000  -38.935117408   25.643209678 -109.693114083
    2.728000000    0.000000000  -38.613260002   28.012749195 -114.213362657
    2.740000000    0.000000000  -38.258996955   31.114673382 -119.364462183
    2.752000000    0.000000000  -37.862584206   35.126081956 -125.009357943
    2.764000000    0.000000000  -37.413151578   40.037815368 -131.186546349
    2.776000000    0.000000000  -36.895792132   46.412907050 -137.851246901
    2.788000000    0.000000000  -36.294544604   53.880133889 -144.933603961
    2.800000000    0.000000000  -35.598961567   62.186282656 -152.213200281
    2.812000000    0.000000000  -34.800815652   70.758891624 -159.428432536
    2.824000000    0.000000000  -33.910333269   77.098080844 -166.425645729
    2.836000000    0.000000000  -32.956997529   81.474489912 -172.791895187
