1.953999999999999959e+00 7.700000000000000178e-01 0.000000000000000000e+00
2.040320933409509152e+00 7.686543744515946797e-01 8.671672754323026311e+00
2.124665295100764517e+00 7.680472260071726787e-01 1.175296202214212116e+01
2.195239455145332474e+00 7.672112348069106691e-01 1.395002209077986421e+01
2.256872345086236464e+00 7.666707423352824291e-01 1.691215785754513234e+01
2.313822100171153195e+00 7.659790523184311084e-01 1.903601729043030133e+01
2.365924120537139963e+00 7.655761713094847432e-01 2.145575634256501019e+01
2.413073841021866617e+00 7.661895512014638143e-01 2.414596125745363508e+01
2.461456059931922180e+00 7.676046364386516219e-01 2.702837780702668269e+01
2.530003281194389331e+00 7.686619237535577964e-01 3.157172367580958650e+01
2.618130822007736835e+00 7.626220810804378303e-01 3.982218920889124547e+01
2.699081165348888423e+00 7.297296640382586741e-01 4.778802437364088007e+01
2.734370190416499646e+00 6.565017817676968015e-01 5.347947016659656327e+01
2.750362213023382907e+00 5.825706886715960042e-01 4.854572803805987036e+01
2.757518854925966156e+00 5.094159091515996218e-01 4.349839321305361040e+01
2.762037066838294752e+00 4.369644486584073340e-01 3.958698279413734866e+01
2.765167459871025635e+00 3.649930924224799034e-01 3.406016147270847938e+01
2.766866418195141897e+00 2.932780989844284147e-01 3.018324304036017836e+01
2.767279485813307627e+00 2.216834723885215686e-01 2.132172273955211494e+01
2.767999999999999794e+00 1.500000000000001332e-01 9.907515640382007049e+00
