2.020000000000000018e+00 2.199999999999999872e-02 0.000000000000000000e+00
2.104980626734221261e+00 2.305006585551829315e-02 8.285609992180855699e+00
2.189974553583678762e+00 2.401980163663621978e-02 1.090500356003113325e+01
2.274978046962982337e+00 2.508328492171623195e-02 1.281829874544465753e+01
2.359949787604504134e+00 2.686036470661200964e-02 1.446175449196676865e+01
2.444876934620546116e+00 2.945843469751377106e-02 1.596056631968117756e+01
2.529788896277612942e+00 3.302153289354361337e-02 1.727937269970527367e+01
2.614684810639653634e+00 3.805049402533004083e-02 1.850543793494041012e+01
2.699633955092329618e+00 4.612853208458871784e-02 1.958460430273044395e+01
2.783721639257157321e+00 6.287423013243675918e-02 2.043177023694545369e+01
2.862069690600750338e+00 9.178627241349079924e-02 2.158385560185044483e+01
2.920743469537015802e+00 1.211709092567944956e-01 2.114904133773054440e+01
2.941992562757234975e+00 1.432024541582849475e-01 2.058643041765917303e+01
2.956119010501513156e+00 2.423083545625716595e-01 2.037972979544062824e+01
2.966311548623092875e+00 3.736060473259624204e-01 1.917501053084531648e+01
2.975209200929153308e+00 5.098038009186321995e-01 1.802415454300255604e+01
2.982884762842281656e+00 6.460753332090203305e-01 1.675785382951308833e+01
2.989000824926993705e+00 7.817693158961795952e-01 1.557014376041760784e+01
2.991262380004673371e+00 9.176972035188857291e-01 1.494623134970157530e+01
2.988485639806453431e+00 1.054732182449115374e+00 1.540189884342186133e+01
2.988905862245331502e+00 1.191676994258673350e+00 1.503403437224168826e+01
2.990159815512490660e+00 1.328552776710894001e+00 1.430325109693986008e+01
2.992523846439015145e+00 1.465269936982559473e+00 1.297020994024159357e+01
2.996634912345520707e+00 1.601367246945202050e+00 1.117979837528680420e+01
3.004000000000000004e+00 1.737999999999999989e+00 9.802743671999998298e+00
